"","HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common name","Female maturity (days)","Male maturity (days)","Gestation/Incubation (days)","Weaning (days)","Litter/Clutch size","Litters/Clutches per year","Inter-litter/Interbirth interval","Birth weight (g)","Weaning weight (g)","Adult weight (g)","Growth rate (1/days)","Maximum longevity (yrs)","Source","Specimen origin","Sample size","Data quality","IMR (per yr)","MRDT (yrs)","Metabolic rate (W)","Body mass (g)","Temperature (K)","References"
"2114","02128","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","marsupialis","Southern opossum",178,240,12,"94",6,2,200,0.2,"96",1530,NA,4.2,"671","captivity","small","acceptable",NA,NA,3.31,1244.3,308.15,"36,420,455,522,671"
"2115","02129","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","virginiana","Virginia opossum",184,243,12,"102",15,2,122,0.147,"142.5",3000,0.0129,6.6,"671","captivity","medium","acceptable",NA,NA,5.299,2846.6,308.15,"36,420,434,455,473,671,695,731,978,1136,1143"
"2116","02130","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Gracilinanus","agilis","Paraguayan slender mouse opossum",NA,NA,NA,NA,12,NA,NA,NA,NA,22,NA,6.1,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"671,730,978"
"2117","02131","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Lutreolina","crassicaudata","Lutrine opossum",NA,NA,14,NA,8,2,NA,NA,NA,370,NA,2.9,"671","captivity","small","acceptable",NA,NA,2.265,812,308.95,"36,420,434,455,671,978"
"2118","02132","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","mexicana","Mexican mouse opossum",NA,NA,14,NA,11,NA,NA,NA,NA,49.5,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"455,542,671,730"
"2119","02133","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","murina","Murine mouse opossum",NA,NA,13,"62",8.4,NA,NA,0.09,NA,26,NA,3.6,"671","captivity","small","questionable",NA,NA,NA,NA,NA,"455,671,730"
"2120","02134","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa","robinsoni","Robinson's mouse opossum",279,365,14,"68",10,1.5,134,0.1,"11",75,NA,5,"434","captivity","small","acceptable",NA,NA,0.547,122,307.15,"36,420,434,455,522,978"
"2121","02135","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosops","noctivagus","Rio Napo mouse opossum",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,4.5,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"671,730"
"2122","02136","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Metachirus","nudicaudatus","Brown four-eyed opossum",NA,NA,NA,NA,5,NA,365,NA,NA,440,NA,3,"671","captivity","small","acceptable",NA,NA,1.144,336,308.15,"36,420,434,522,671"
"2123","02137","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Monodelphis","adusta","Sepia short-tailed opossum",NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,4.1,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"671,730"
"2124","02138","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Monodelphis","brevicaudata","Short bare-tailed opossum",180,180,NA,NA,7,1.5,NA,NA,NA,90,NA,3.9,"671","captivity","tiny","acceptable",NA,NA,0.366,91.5,306.85,"36,420,434,455,522,671"
"2125","02139","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Monodelphis","domestica","Gray short-tailed opossum",122,122,15,"53",9,4,53,0.1,"20.3",105,NA,5.1,"671","captivity","medium","acceptable",NA,NA,0.335,104,305.75,"36,96,420,434,455,481,671,978"
"2126","02140","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Philander","andersoni","Black four-eyed opossum",NA,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"1,434"
"2127","02141","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Philander","opossum","Gray four-eyed opossum",450,NA,NA,"82",5,3,106,0.2,"110",450,NA,4.4,"671","captivity","small","acceptable",NA,NA,1.886,751,308.95,"36,420,434,455,522,671,978"
"2128","02142","Animalia","Chordata","Mammalia","Diprotodontia","Acrobatidae","Acrobates","pygmaeus","Pygmy gliding possum",240,365,NA,"99",3,2,114,0.0178,"5.65",13,0.0254,8.8,"671","captivity","large","high",NA,NA,0.084,14,307.85,"36,420,434,455,671,731,978"
"2129","02143","Animalia","Chordata","Mammalia","Diprotodontia","Acrobatidae","Distoechurus","pennatus","Feather-tailed possum",NA,NA,NA,NA,1,NA,NA,NA,NA,51.5,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"434,455,522"
"2130","02144","Animalia","Chordata","Mammalia","Diprotodontia","Burramyidae","Burramys","parvus","Mountain pygmy possum",320,320,15,"60",3.5,1,365,NA,"22",45,NA,12,"522","unknown","medium","acceptable",NA,NA,0.205,44.3,309.25,"36,420,434,455,522,978"
"2131","02145","Animalia","Chordata","Mammalia","Diprotodontia","Burramyidae","Cercartetus","caudatus","Long-tailed pygmy possum",460,NA,NA,"77",2.85,2,183,NA,"12",30,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"522,978"
"2132","02146","Animalia","Chordata","Mammalia","Diprotodontia","Burramyidae","Cercartetus","nanus","Eastern pygmy possum",190,190,NA,"62",4,2,95,0.0198,"8.4",40,NA,10.3,"671","captivity","small","acceptable",NA,NA,0.311,64.8,308.75,"36,420,434,455,671,978"
"2133","02147","Animalia","Chordata","Mammalia","Diprotodontia","Hypsiprymnodontidae","Hypsiprymnodon","moschatus","Musky rat kangaroo",365,365,NA,"270",2,NA,365,NA,"250",500,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"455,522,671"
"2134","02148","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","bennettianus","Bennett's tree kangaroo",NA,NA,NA,"720",1,NA,365,NA,NA,9300,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"522,671"
"2135","02149","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","dorianus","Doria's tree kangaroo",NA,NA,NA,"600",1,NA,NA,NA,NA,9581,NA,19,"671","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"434,522,542,671,730"
"2136","02150","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","goodfellowi","Goodfellow's tree kangaroo",NA,NA,45,"360",1,NA,NA,NA,NA,7400,NA,23.6,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,522,671"
"2137","02151","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","inustus","Grizzled tree kangaroo",510,NA,NA,"540",1,NA,NA,NA,NA,11400,NA,23.8,"671","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"522,671"
"2138","02152","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","matschiei","Matschie's tree kangaroo",845,NA,32,"500",1,NA,410,NA,NA,7200,NA,26.9,"671","captivity","medium","acceptable",NA,NA,7.96,6960,309.45,"36,420,434,448,455,522,671"
"2139","02153","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","ursinus","Black tree kangaroo",NA,NA,NA,NA,1,NA,NA,NA,NA,8000,NA,20,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"455,671"
"2140","02154","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Dorcopsis","luctuosa","Gray dorcopsis",450,NA,NA,NA,1,NA,191,NA,NA,3570,NA,13.9,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"522,671"
"2141","02155","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Dorcopsis","muelleri","Brown dorcopsis",NA,NA,NA,"270",1,NA,NA,NA,NA,5000,NA,12.4,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"522,671"
"2142","02156","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Dorcopsulus","macleayi","Papuan mountain wallaby",NA,NA,NA,NA,1.2,NA,NA,NA,NA,2988,NA,7.9,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"671,730,978"
"2143","02157","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Lagorchestes","conspicillatus","Spectacled hare-wallaby",363,NA,30,"204",1,NA,153,NA,NA,3000,NA,8.8,"671","captivity","small","acceptable",NA,NA,4.749,2660,309.15,"36,420,522,671"
"2144","02158","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Lagorchestes","hirsutus","Rufous hare-wallaby",330,NA,NA,"150",1,NA,125,NA,"1000",1310,NA,13.2,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"522,671"
"2145","02159","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Lagostrophus","fasciatus","Banded hare-wallaby",365,365,NA,"270",1,NA,365,NA,"900",2100,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"434,455,522,542,671"
"2146","02160","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","agilis","Agile wallaby",365,425,29,"214",1,1.8,220,0.634,"2286.7",16000,NA,16.9,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,522,671,978"
"2147","02161","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","antilopinus","Antilopine wallaroo",802,NA,34,"426",1,NA,270,0.703,NA,49500,NA,19.8,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,455,522,542,671"
"2148","02162","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","bernardus","Black wallaroo",NA,NA,NA,NA,1,NA,NA,NA,NA,17500,NA,11.8,"671","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"434,671,978"
"2149","02163","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","dorsalis","Black-striped wallaby",426,608,34,"335",1,NA,211,0.75,NA,11250,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"455,522,542,671,730"
"2150","02164","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","eugenii","Tammar wallaby",274,730,28,"325",1,1,365,0.429,"3000",6500,NA,15.1,"671","captivity","medium","acceptable",NA,NA,7.78,4796,309.65,"36,244,420,434,455,522,542,671,730,978"
"2151","02165","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","fuliginosus","Western gray kangaroo",670,880,30,"540",1,1,385,0.93433,"11000",28250,0.0108,23.2,"671","captivity","large","high",NA,NA,NA,NA,309.65,"434,455,522,542,671,731,978,1068,1142"
"2152","02166","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","giganteus","Eastern gray kangaroo",639,1290,36,"319",1,1,342,0.89867,"4000",49500,0.0066,25,"556","captivity","large","high",NA,NA,NA,NA,309.45,"434,455,522,556,731,978,1000"
"2153","02167","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","parma","Parma wallaby",424,620,34,"303",1,1.3,213,0.5067,"754",4250,0.01,15.9,"671","captivity","large","high",NA,NA,NA,NA,NA,"434,455,522,542,671,731,978"
"2154","02168","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","parryi","Whiptail wallaby",745,883,36,"365",1,NA,266,NA,NA,16500,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"434,455,522,542"
"2155","02169","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","robustus","Wallaroo",547,670,32,"351",1,NA,264,0.703,"2500",30000,0.0038,22,"671","captivity","medium","acceptable",NA,NA,33.056,29647.9,309.25,"36,420,434,455,522,671,731"
"2156","02170","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","rufogriseus","Red-necked wallaby",395,608,29,"187",1,1,273,0.598,"1483.3",16200,NA,15.2,"671","captivity","large","acceptable",NA,NA,NA,NA,NA,"434,455,522,671,978"
"2157","02171","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","rufus","Red kangaroo",517,806,33,"360",1,NA,241,0.784,"5000",55000,0.0075,25,"671","captivity","large","high",NA,NA,31.353,28500,309.05,"36,420,434,455,522,671,731,1136,1142"
"2158","02172","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Onychogalea","fraenata","Ridled nail-tailed wallaby",185,NA,23,"165",1,NA,125,NA,"1900",5500,NA,7.4,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,522,671"
"2159","02173","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Onychogalea","unguifera","Northern nail-tailed wallaby",NA,NA,NA,NA,1,NA,NA,NA,NA,5800,NA,5.5,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"522,671"
"2160","02174","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","assimilis","Allied rock wallaby",525,NA,31,"296",1,NA,200,NA,"1700",4300,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"522"
"2161","02175","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","brachyotis","Western rock wallaby",NA,NA,NA,NA,1,NA,NA,NA,NA,3700,NA,10.1,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"522,671"
"2162","02176","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","concinna","Nabarlek",430,NA,30,"175",1,1,171,NA,"300",1250,NA,11.7,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"455,522,671,978"
"2163","02177","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","lateralis","Black-footed rock wallaby",NA,NA,NA,NA,1,NA,NA,NA,NA,4200,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"522,671"
"2164","02178","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","penicillata","Brush-tailed rock wallaby",540,590,30,"273",1,NA,200,NA,"735",6000,NA,14.3,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,671"
"2165","02179","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","xanthopus","Ringtailed rock wallaby",541,NA,31,"344",1.1,NA,196,0.5,"2500",6000,NA,14.4,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"455,522,671"
"2166","02180","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Quokka",252,389,26,"190",1,1.4,365,0.404,"500",3500,0.0081,13.8,"671","captivity","small","acceptable",NA,NA,4.695,2702.3,NA,"36,249,250,251,252,434,455,522,671,731,978"
"2167","02181","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Tasmanian pademelon",435,435,29,"202",1,1,204,0.42,"1029",5000,0.0098,8.8,"671","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"434,455,522,671,731,978"
"2168","02182","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Thylogale","brunii","Dusky pademelon",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9.4,"671","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"671,978"
"2169","02183","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Thylogale","stigmatica","Red-legged pademelon",338,NA,29,"252",1,NA,185,NA,NA,4100,NA,9.7,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"522,671"
"2170","02184","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Thylogale","thetis","Red-necked pademelon",555,NA,NA,"210",1,NA,182,NA,NA,3800,NA,9,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"522,671"
"2171","02185","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Wallabia","bicolor","Swamp wallaby",426,426,36,"256",1,1.4,243,0.61,NA,14625,0.0068,16.8,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,522,671,731,978"
"2172","02186","Animalia","Chordata","Mammalia","Diprotodontia","Petauridae","Dactylopsila","trivirgata","Striped possum",NA,NA,NA,NA,1.5,NA,365,NA,NA,318,NA,9.6,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,455,522,671"
"2173","02187","Animalia","Chordata","Mammalia","Diprotodontia","Petauridae","Gymnobelideus","leadbeateri","Leadbeater's possum",475,464,16,"115",1.5,2,183,NA,"34",127,NA,14.1,"671","captivity","tiny","acceptable",NA,NA,0.574,166,308.15,"36,420,434,455,522,671,730,978"
"2174","02188","Animalia","Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","australis","Yellow-bellied glider",725,NA,NA,"152",1,1,364,NA,"285",572.5,NA,15,"671","captivity","small","acceptable",NA,NA,NA,NA,NA,"434,455,522,671,978"
"2175","02189","Animalia","Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","breviceps","Sugar glider",236,456,16,"122",2,1.3,311,0.194,"25",110,0.0188,17.8,"671","captivity","large","high",NA,NA,0.517,129.3,309.05,"36,420,434,455,522,671,731,978"
"2176","02190","Animalia","Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","norfolcensis","Squirrel glider",NA,NA,20,"122",1.5,NA,183,NA,NA,405,0.0249,14.8,"671","captivity","medium","acceptable",NA,NA,NA,NA,NA,"434,455,522,671,731"
"2177","02191","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Ailurops","ursinus","Bear cuscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"434,671"
"2178","02192","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","gymnotis","Ground cuscus",NA,NA,13,"270",1,NA,NA,NA,NA,2400,NA,18.9,"671","captivity","small","acceptable",NA,NA,NA,NA,309.55,"522,671,1056"
"2179","02193","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","orientalis","Gray cuscus",NA,NA,NA,NA,2,NA,NA,NA,NA,2500,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"522,671"
"2180","02194","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Spilocuscus","maculatus","Spotted cuscus",NA,243,13,"240",2,NA,365,NA,"1700",3500,NA,17,"671","captivity","tiny","acceptable",NA,NA,6.27,4250,307.85,"36,420,434,455,522,542,671"
"2181","02195","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","arnhemensis","Northern brush-tailed possum",NA,NA,NA,"180",1,1.8,NA,NA,"470",1300,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"455,671,730"
"2182","02196","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","caninus","Mountain brush-tailed possum",900,NA,16,"255",1,1,365,NA,"774",3150,NA,NA,NA,"unknown","tiny","low",NA,NA,NA,NA,NA,"434,455,542,978"
"2183","02197","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","vulpecula","Brush-tailed possum",315,730,17,"204",1,1.5,274,0.279,"740",2395,0.0206,15.9,"671","captivity","medium","acceptable",NA,NA,3.8,1993.5,309.15,"36,247,420,434,455,671,731,978,1143"
